Rank,PackageId,Version,TotalDownloads,DetectedFrameworks,Description
806,efcoretsgen,1.8.0,30382,Unknown/Custom,Generates typeScript classes for use in front end development from EF Core scaffolded db-first classes
807,Meshtastic.Cli,2.0.8,30239,System.CommandLine,Package Description
808,SAPTeam.Kryptor.Tool,1.5.4,30229,CommandLineParser,Command-Line Interface for Kryptor encryption engine.
809,ScriptRunnerGUI,2026.2.123,30226,Unknown/Custom,Package Description
810,dotnet-appcat,1.0.878,30190,Spectre.Console.Cli,"Azure Migrate application and code assessment for .NET helps to assess .NET applications source code, settings and dependencies to identify replatforming and migration opportunities for Azure."
811,garnet-server,1.1.1,29993,CommandLineParser,"Garnet is a remote cache-store from Microsoft Research, that offers strong performance (throughput and latency),
      scalability, storage, recovery, cluster sharding, key migration, and replication features. Garnet uses the Redis RESP wire
      protocol and can work with existing Redis clients."
812,smoogipoo.NVika,1.0.4,29984,ManyConsole; Mono.Options / NDesk.Options,"Tool - Parse analysis reports (InspectCode, ...) and send messages to build server or console."
813,pg2b3dm,2.27.0,29981,CommandLineParser,Console tool for converting PostGIS geometries to 3D Tiles
814,PCLMock.CodeGeneration.Console,5.1.3,29931,PowerArgs,"PCLMock is mocking framework in a PCL, making it usable on platforms such as iOS and Android."
815,Project2015To2017.Cli,4.0.0,29923,CommandLineParser,Tool for converting a MSBuild project file to VS2017 format and beyond.
816,Definux.Emeraude.Cli,1.2.1.16,29902,Unknown/Custom,The official CLI tool for Emeraude framework.
817,wcom-pr-validation,0.0.70,29899,Spectre.Console.Cli,Azure DevOps PR validation tool for .NET projects
818,trkleene,0.18.1,29864,CommandLineParser,"Replace a rule with an EBNF form if it contains direct left or direct right recursion.
This program is part of the Trash toolkit."
819,Hexarc.Pact.Tool,3.0.0,29845,Unknown/Custom,.NET CLI tool to generate API clients from Hexarc Pact protocols.
820,NetDaemon.HassModel.CodeGen,26.11.0,29814,Unknown/Custom,"The code generation dotnet tool for NetDaemon.
      Please see https://github.com/net-daemon/netdaemon."
821,Test262Harness.Console,1.0.4,29796,Spectre.Console.Cli,Test262 Harness for .NET
822,tcli,0.2.4,29691,CommandLineParser,Thunderstore CLI is a command-line utility for building and uploading packages to Thunderstore
823,ApplicationRegistry.Collector,1.1.3,29678,McMaster.Extensions.CommandLineUtils,Collector that scans application and sends result to Application Registry system
824,Neo.Express,3.9.1,29601,McMaster.Extensions.CommandLineUtils,neo-express is a Neo developer blockchain tool
825,sln.launcher,3.0.0,29580,Unknown/Custom,"Sln.launcher is a dotnet tools allows you to launch Visual Studio with a .sln file
      from a command prompt in the current directory. In the case of several available files, the
      user is asked to select one."
826,TextTemplating.Tool,5.0.1.31,29573,Microsoft.Extensions.CommandLineUtils,"Latest version supports .netcore 7+

	CSX and T4 scaffolding for .NET Core without IDE, 
    execute or transform .csx or .tt files from your command line or runtime, based on roslyn, no 3rdparty dependencies.
    One of the very few that supports webprojects with dll reflection!

    usage: ""dotnet tt -h""
           ""dotnet tt file.csx""

T4 and CSX scaffolding for .NET Core without IDE, Library for TextTemplating.Tool package and runtime

Requires
 
<PackageReference Include=""TextTemplating.Core"" Version=""5.0.0"" /> 
 
Using tool? great! leave me star or feedback on github

VSCODE Extension

[https://marketplace.visualstudio.com/items?itemName=jacknq.TextTemplating]"
827,DataTables.Generator,0.13.19,29495,Unknown/Custom,Code Generator of DataTables.
828,Octopus.OctoNotes.GitHubUpdater.Tool,0.0.2555,29482,Unknown/Custom,"OctoNotes is a tool for generating release notes from Git repositories.
      Using the information generated by OctoNotes, we can calculate which release a fix landed in, across multiple release branches.
      We then use this to add a table to the related GitHub issue."
829,SaxonHE10Net31Xslt,10.9.15,29470,Unknown/Custom,This is a .NET 8/9 command line app/dotnet tool to run XSLT 3.0 with Saxon 10.9 HE.
830,ChangeDB.ConsoleApp,1.0.14,29395,CommandLineParser,Package Description
831,dotnet-gitchanges,0.11.0,29279,CommandLineParser,Package Description
832,mlnet-osx-x64,16.18.2,29274,System.CommandLine,"A .NET Core command line tool to automatically build, train, and generate an ML.NET model and consumption code."
833,NServiceBus.Persistence.Sql.CommandLine,9.0.0,29227,McMaster.Extensions.CommandLineUtils,.NET tool for generating deployment scripts for the NServiceBus.Persistence.Sql package
834,MetaFac.CG4.CLI,4.0.2,29214,Unknown/Custom,"Converts templates into generators, and with schemas, generates code."
835,Chickensoft.GodotEnv,2.16.2,29205,CliFx,"Manage Godot versions and addons from the command line on Windows, macOS, and Linux."
836,Antyrama.Tools.Scribe.Cli,0.0.15,29184,CommandLineParser,Service configuration file generator Command Line Tools
837,SharpBrick.PoweredUp.Cli,3.4.0,29090,McMaster.Extensions.CommandLineUtils,.NET implementation of the LEGO PoweredUp Protocol
838,Elmah.Io.Cli,5.2.93,29069,System.CommandLine,A CLI to execute common tasks against elmah.io.
839,Spriggit.Yaml.Skyrim,0.40.0,29042,CommandLineParser,Package Description
840,ghul.test,1.3.5,29024,Unknown/Custom,ghūl compiler snapshot test runner
841,KuiperZone.PupNet,1.9.1,29000,Unknown/Custom,"Publish, Package and Deploy as: AppImage, Windows Setup, Flatpak, Deb, RPM and Zip"
842,trst,0.18.1,28982,CommandLineParser,"Output tree using the Antlr runtime ToStringTree().
This program is part of the Trash toolkit."
843,Apps72.Dev.Data.Generator.Tools,6.0.2,28912,Unknown/Custom,"DbCmd is a command line tools to generate entities (class) from existing databases (SQL Server, Oracle or SQLite), to merge script files into a single file or to execute scripts. This tool is also an assembly usable by your .NET project to retrieve tables and columns, and to generate C# or TypeScript code."
844,OpenApiGenerator.Cli,0.22.5,28853,System.CommandLine,"Allows you to partially (for example, only models) or completely generate a native (without dependencies) C# client sdk according to the OpenAPI specification. Inspired by NSwag."
845,GetText.NET.Extractor,10.0.1,28826,System.CommandLine,Extracts string from .NET solutions and projects for GetText Catalog template files (.pot).
846,Didot-cli,0.32.36,28801,System.CommandLine,Package Description
847,SaxonHE10Net31XQuery,10.9.15,28711,Unknown/Custom,Package Description
848,LinqToXsdCore,3.4.12,28642,CommandLineParser,"A command line tool that facilitates generating code from an XSD; also generates configuration files to control code generation. Do not include this nuget package as a dependency in shipping applications or libraries; use the code it generates in a shipping library or app and include a dependency on the XObjectsCore nuget package. Can be installed via 'dotnet tool install LinqToXsdCore --global', and then invoked via 'linqtoxsd'. Original Authors: Microsoft Corporation."
849,ant-ipc-server,4.0.2,28595,System.CommandLine,"This dotnet tool is a server for IPC, RPC calls and `services` administration using singalr
      communication
      Use ant-ipc-lib for a dotnet core library to communicate with service
      Install the tool, run it, and read the tutorial at http://localhost:4000/Docs"
850,trgroup,0.18.1,28526,CommandLineParser,"Perform a recursive left- and right- factorization of alternatives for rules.
This program is part of the Trash toolkit."
851,NugetUnlister,3.0.1,28498,System.CommandLine,unlisting commands nuget to remove prereleases
852,Kentico.Kontent.ModelGenerator,7.0.0,28367,Unknown/Custom,This utility generates strongly-typed models based on Content Types in a Kontent project. The models are supposed to be used together with the Kontent Delivery SDK for .NET or Kontent Content Management SDK for .NET. Please read the documentation to see all benefits of this approach.
853,dotnet-tool-exec,3.1.1,28366,Microsoft.Extensions.CommandLineUtils,A tool that allows you easily execute your custom commands.
854,mix,0.0.71,28338,Unknown/Custom,"Easily view and deploy any ServiceStack .NET Core Web App (Windows, OSX, Linux)"
855,dotnet-code,1.0.7,28336,Unknown/Custom,"dotnet-code starts Visual Studio Code in the current folder. 
If there is a code-workspace file in the folder, dotnet-code starts code with this, 
otherwise with the current folder as parameter.

It only works with 2.1.300-preview2 .NET Core SDK or newer

Install
dotnet tool install dotnet-code -g
or Update
dotnet tool update dotnet-code -g

Uninstall
dotnet tool uninstall dotnet-code -g"
856,GreenSuperGreen.Benchmarking.Launcher.NetCore,1.2.7.1,28169,Unknown/Custom,"This package is a .NET Core Global Tool capable to launch .Net Core version of the
GreenSuperGreen.Benchmarking.Launcher...

Install:	dotnet tool install -g GreenSuperGreen.Benchmarking.Launcher.NetCore

Uninstall:	dotnet tool uninstall -g GreenSuperGreen.Benchmarking.Launcher.NetCore

Run:		gsgbenchmark


1) Unified Concurrency
The main mission is to unify usage of heterogeneous synchronization primitives with interface/pattern based Object Oriented approach. Switching between multiple synchronization primitives with one code line change! Agile Development ready solution to synchronization. Easy upgrade from general threading to async/await thanks to the pattern based design! Reduced code complexity. Easy correctness testing. Simplified performance optimization. Currently implemented synchronization primitives cover:

- wrapper for the .Net SpinLock,
- TicketSpinLock,
- Lock replacement of C# lock (Monitor),
- wrapper around C# lock (monitor) benchmarking only,
- async/await AsyncLock,
- async/await AsyncSpinLock,
- async/await AsyncTicketSpinLock.

https://www.codeproject.com/Articles/1236238/Unified-Concurrency-I-Introduction
https://www.codeproject.com/Articles/1237518/Unified-Concurrency-II-benchmarking-methodologies
https://www.codeproject.com/Articles/1242156/Unified-Concurrency-III-cross-benchmarking

2) AsyncTesting SequencerUC
A strongly typed Sequencer is a powerful threading or async/await based unit testing tool to simplify and test correctness in asynchronous and/or parallel code. The Sequencer allows to simplify control/detection of one or many testing thread flows and allows to deterministically setup testing scenario from unit test method and optionally inject data into the tested code to ensure required state.

3) Concurrent Priority Queues
Awaitable Concurrent Priority Queue - Optionally awaitable simple to use Concurrent Priority Queue.
https://www.codeproject.com/Articles/1222893/Optionally-Awaitable-Concurrent-Priority-Queue"
857,OSSCore,3.4.0,28168,Unknown/Custom,OSSCore 模块解决方案 .Net 客户端工具
858,FastPack,2.0.0,28103,Unknown/Custom,FastPack is a lightning fast deduplication (de)compressor that is particularly useful for compressing and decompressing build artifacts containing a small to high degree of duplicate files.
859,Docker.HealthCheck,1.10.0,28086,Unknown/Custom,.NET tool that can serve as a curl health check replacement in Docker environments using chiseled images
860,MzituDown,0.1.8,28041,McMaster.Extensions.CommandLineUtils,MzituDown is a dotnet tool for download www.mzitu.com photo
861,SkyAPM.DotNet.CLI,2.2.0,28020,Microsoft.Extensions.CommandLineUtils,SkyAPM dotnet global tool.
862,Adliance.Tools.Lingohub,0.3.5,28018,Unknown/Custom,Tool to download and download translation files from and to Lingohub.
863,OperatorSharp.Tools.DotNet,2.0.0,28014,McMaster.Extensions.CommandLineUtils,Package Description
864,fantomless-tool,4.8.999,28007,Argu,"This library aims at formatting F# source files based on a given configuration.
Fantomas will ensure correct indentation and consistent spacing between elements in the source files.
Some common use cases include:
(1) Reformatting a code base to conform a universal page width
(2) Converting legacy code from verbose syntax to light syntax
(3) Formatting auto-generated F# signatures."
865,dotnet-echo,1.2.0,27916,System.CommandLine,"A trivial program that echoes whatever is sent to it via HTTP or gRPC.

Built from https://github.com/kzu/dotnet-echo/tree/3980b3067"
866,Tanka.DocsGen,1.2.2,27877,Spectre.Console.Cli,Generate static technical documentation site from markdown files
867,azzipgo,1.0.0,27800,Mono.Options / NDesk.Options,"AzZipGo is short for: Azure ☁️ – Zip 📦 and Go 🚀

* Deploy all the things: Azure Websites, Function Apps and WebJobs!
* Runs everywhere
* Uses Kudu's ZipDeploy feature
* Uses an auto-generated Deployment Slot and Auto-Swap when using the ""deploy-with-slot"" command
* Or deploys directly to a WebSite slot using the ""deploy-in-place"" command"
868,Aistant.DocImport,2.4.0,27794,McMaster.Extensions.CommandLineUtils,"A .NET Core global tool that generates documentation (an API reference) for your code in Markdown or HTML formats.
      Supported languages are .NET/C# and TypeScript.
      The generated documentation can be saved to a bunch of .md files for publishing on your website.
      Additionally AistDoc can generate Changelog documents based on commits in your Git repository."
869,AiReview.Tool,1.0.139,27708,Unknown/Custom,AI Code Review Tool
870,DotNetSimpleServer,1.2.0.4,27675,Unknown/Custom,Package Description
871,TSClientGen,10.1.1,27623,CommandLineParser,Tool to generate TypeScript clients for ASP.NET Core web APIs
872,DotNetMetrics.Tool,1.0.9,27576,Unknown/Custom,"Real-time monitoring tool for .NET Core process metrics (CPU, Memory). Monitor any .NET process by PID and get JSON output with CPU usage, memory consumption, and performance metrics."
873,CronoRSD,24.27.0,27544,Unknown/Custom,Crono RSD es una  aplicación de línea de comandos de uso interno de Crono.
874,Kumuluz.ApiPublish,1.4.3,27521,Unknown/Custom,Developer tool for WCF service and WEB API publish to Kumuluz API marketplace
875,SaxonHE11NetXQuery,11.7.0,27409,Unknown/Custom,"This is a thin .NET 8/9 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 11.7, allowing the use of XQuery 3.1 from the command line.
The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 11.7 Java release from Maven, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
876,kvit,0.1.24,27374,System.CommandLine,Syncs Key and Value pairs between Consul and file system
877,Conjure.EFX.DotNetTool,0.2.6.1,27310,McMaster.Extensions.CommandLineUtils,Package Description
878,Asos.ServiceBus.MessageSiphon,1.2.111,27281,CommandLineParser,"DotNet tool that allow you to clone, replay and purge messages from Azure Service Bus queues and topics"
879,SageFs,0.6.231,27213,Unknown/Custom,"SageFs — a functional F# REPL, MCP server, and development environment with TUI and GUI modes."
880,NScan.Console,0.400.0,27180,Unknown/Custom,A tool for enforcing project dependency conventions - console runner
881,Bannerlord.LocalizationParser,1.1.0.56,27132,CommandLineParser,Outputs all hardcoded localization strings in a Mount & Blade II: Bannerlord directory.
882,NuStore,1.1.5,27107,CommandLineParser,"NuStore download nuget packages which declared in the *.deps.json, and save to store folder, for minify .net core publish size"
883,ater.droplet.cli,7.2.4,27104,System.CommandLine; CommandLineParser,ater.web 框架代码生成器
884,JD.AI,1.1.401,27093,Unknown/Custom,"AI-powered terminal assistant built on Semantic Kernel with multi-provider support, developer tools, and subagent orchestration."
885,Omnia.CLI,1.0.20,27052,Unknown/Custom,Package Description
886,dotnet-pr,4.0.1,26949,Unknown/Custom,A tool to launch the PR view of any VCS in a browser
887,huddly,2.32.3,26815,System.CommandLine,Huddly Hud
888,kickflip,2.0.10,26801,System.CommandLine,Kick those GIT changes and flip them over to that remote server
889,Nibbler,1.15.2,26778,McMaster.Extensions.CommandLineUtils,Package Description
890,SharpILMixins.Processor,1.5.0.1,26772,CommandLineParser,"The processor for Mixins made for SharpILMixins.

      This package includes the entire program."
891,DotnetGtt,1.2.9,26768,Unknown/Custom,This utility supports the CoreWebApp project to perform common tasks such as global rename
892,dotnet-guid,1.1.0,26766,Spectre.Console.Cli,.NET tool for creating GUIDs/UUIDs
893,Illedan.OpenRepo,1.0.14,26725,Unknown/Custom,"Utility tool to navigate between local repositories.
Source: https://github.com/Illedan/OpenRepo"
894,Phoesion.Glow.Blaze,2.5.4,26619,Unknown/Custom,Phoesion Glow Blaze
895,dotnet-pstree,1.2.0,26596,Unknown/Custom,display a tree of processes.
896,dotnetCampus.GitLabMergeRequestCreator,3.19.1,26574,Unknown/Custom,提供dotnet打包方法
897,Bonsai.Player,2.9.0,26547,System.CommandLine,A tool for running Bonsai workflows from the command-line.
898,Revo.Tools.DatabaseMigrator,1.38.1,26532,CommandLineParser,"Event Sourcing, CQRS and DDD framework for modern C#/.NET applications.
.NET Core global tool for database migrations."
899,JayTech.Tools.Oas.OperationGenerator,3.1.0,26418,McMaster.Extensions.CommandLineUtils,Package Description
900,XrmDocumentationGeneratorCoreCLI,1.2.60,26402,System.CommandLine,A command line tool to generate documentation for Dataverse environments.
901,Spriggit.Yaml.Starfield,0.40.0,26378,CommandLineParser,Package Description
902,Burner,1.1.1,26360,CommandLineParser,A fun (dotnet) tool to track Azure DevOps Tasks/Bugs by User!
903,Aiursoft.StatHub.Client,10.0.36,26311,System.CommandLine,Nuget package of 'StatHub.Client' provided by Aiursoft
904,zebble-schema,2.0.4,26306,Unknown/Custom,Provides schema generation for Zebble projects
905,coravel-cli,1.0.0,26220,McMaster.Extensions.CommandLineUtils,Cli for Coravel
906,Dacpac.Tool,3.0.518,26177,System.CommandLine,"# How use

## Use .NetCore tool for publish .dacpac file

### What's .dacpac
A data-tier application (DAC) is a logical database management entity that defines all SQL Server objects - such as tables, views, and instance objects - associated with a user's database. It is a self-contained unit of SQL Server database deployment that enables data-tier developers and DBAs to package SQL Server objects into a portable artifact called a DAC package, or .dacpac file. <sup>[See more](https://docs.microsoft.com/en-us/sql/relational-databases/data-tier-applications/data-tier-applications?view=sql-server-2017)</sup>

### Requirements

1. .NET Core 8.0+ runtime installed

### Publish .dacpac with .Net tool

####  Install the Dacpac.Tool package 

```powershell
 dotnet tool install --global Dacpac.Tool
```

#### Run tool only with the required parameters

 1. Use case   
 Multi tenant database, your have same schema for multiple client on database server

* Windows autentication (SSPI)
```powershell

dotnet dacpac publish --dacpath=C:\artifact\db\ --server=mydatabase.server.contoso.com --databasenames='client1;client2;client3;client4'
```
* Specific User authentication 

```powershell
dotnet dacpac publish --dacpath=C:\artifact\db\ --server=mydatabase.server.contoso.com --databasenames='client1;client2;client3;client4' --userId=useWithPersmissionForUpdate --password=123455

```

* Parameters    

|Name|Description|Default|
|-------|-------|-----|
|dacpath| Directory where the dacpac file is stored| Directory that the tool is running|
|databasenames | The names of databases that need to be updated|It's requerid not have default|
|namenattern|Pattern for search file|*.dacpac|
|UseSspi|Indicates that the windows user should be used|true
|userId|Database user <sub>Need permissions for schema change</sub>|carioca|
|password| The password from 'userid' | IFromBrazilian|

[See all parameters](https://docs.microsoft.com/en-us/dotnet/api/microsoft.sqlserver.dac.dacdeployoptions?redirectedfrom=MSDN&view=sql-dacfx-140.3881.1)"
907,CompetitiveVerifierCsResolver,2.2.0,26154,System.CommandLine,C# resolver for https://github.com/competitive-verifier/competitive-verifier
908,JD.AI.Daemon,1.1.401,26110,System.CommandLine,"All-in-one system service for JD.AI — REST API, SignalR, Blazor dashboard, agent pool, and auto-updates as a Windows Service or systemd unit."
909,CentralisedPackageConverter,1.0.74,26092,CommandLineParser,Dotnet tool to convert large solutions to/from centralised package management
910,JD.AI.Gateway,1.1.401,26054,Unknown/Custom,"ASP.NET Core gateway control plane for JD.AI — REST API, SignalR hubs, agent routing, and channel management."
911,scrap,3.0.0,26008,CommandLineParser,Scrap is a web scrapping command line tool.
912,Kmd.Logic.Gateway.Automation.Tool,0.3.6,25982,CommandLineParser,CLI Tool for KMD Logic Gateway Automation
913,uSync.Cli,16.1.0,25965,System.CommandLine,uSync command line tool for Umbraco
914,eunice,1.27.0,25951,System.CommandLine,Improve cohesion and modularity through hierarchical structure and unidirectional (non-circular) dependencies. Eunice analyses code and shows if dependencies are unidirectional or circular across the hierarchical structure.
915,LoxSmoke.mddox,0.15.0,25860,CommandLineParser,Simple Markdown documentation generator
916,tur,5.67.0,25817,System.CommandLine,Command line tool to manage files.
917,fsdgenpython,0.16.0,25746,Unknown/Custom,A tool that generates Python for a Facility Service Definition.
918,atc-rest-api-generator,2.0.759,25736,Spectre.Console.Cli,A .NET Core Web API C# code generator using a OpenApi 3.0.x specification YAML file.
919,Bit.ResxTranslator,10.4.3,25702,Unknown/Custom,Bit.ResxTranslator
920,dotnet-gitignore,1.3.0,25696,McMaster.Extensions.CommandLineUtils,A dotnet cli extensions for generating .gitignore files.
921,LeanCode.ContractsGenerator,5.0.1040,25684,Unknown/Custom,Tool for generating .ts from project contracts
922,dotnet-nswagen,0.1.16,25646,Oakton,CLI tool to automate client generation from swagger document..
923,setversion-cli,10.0.0,25640,PowerArgs,Tool for setting the version property in *.csproj files
924,git-istage,0.3.193,25616,Unknown/Custom,A better git add -p
925,nanoFirmwareFlasher,1.15.1,25572,CommandLineParser,nanoFirmwareFlasher
926,webvalidate,7.0.0,25571,System.CommandLine,Web Validate (WebV) is a web request validation tool to run integration tests and long-running smoke tests.
927,atc-coding-rules-updater,2.0.236,25536,Spectre.Console.Cli,A .NET Tool that can update a project with the latest atc-coding-rules.
928,Perfx,1.3.4,25519,Unknown/Custom,Azure API Performance benchmarking tool
929,JetBrains.Refasmer.CliTool,2.0.3,25513,Mono.Options / NDesk.Options,JetBrains :: Refasmer — strip assembly to public API
930,Waiin.Raaghu.Cli,1.2.13,25508,Unknown/Custom,Raaghu CLI (Command Line Interface) is a command line tool to perform common operations for Raaghu Design System (RDS) and Raaghu Frontend Suite created by Wai Technologies.
931,scg,1.15.2,25485,CommandLineParser,Generator for solo boardgame challenges hosted on BoardGameGeek
932,CloudAwesome.Dataverse.Cli,0.0.0.8,25483,Spectre.Console.Cli,"Automate common, time-consuming, error prone, or otherwise non-automatable tasks during customisation and configuration of Dataverse/Dynamics 365 CE"
933,Kros.DummyData.Initializer,1.12.2,25408,System.CommandLine,DummyData.Initializer (datamock) is tool for generating data to your api services.
934,Trimble.Xchange.Connector.CLI,1.4.12,25345,System.CommandLine,"Trimble Xchange command line tool for building App Xchange Connectors, POSIX and Windows supported."
935,Adliance.Togglr,1.3.5,25343,CommandLineParser,Takes Toggl time entries and generates nice looking HTML reports in accordance to Austrian labor laws.
936,dotnet-testx,1.6.0,25342,CommandLineParser,"Extensions to the `dotnet test` command that enable code coverage reporting (using OpenCover) and a few other bonus features. 

NOTE: Due to OpenCover being Windows only, this tool will only work on Windows

Features

1. Run `dotnet test` with code coverage tracking by OpenCover
2. Generate cobertura covberage results (useful for VSTS/TFS coverage reporting). 
3. Generate an HTML coverage report
4. Discover all test projects in a folder and run tests for all of them (not natively supported by `dotnet test`). Works nicely with `dotnet watch` for continuous testing of an entire solution

See https://github.com/duanemck/dotnet-testx for more details"
937,SolutionFilterGenerator,1.3.0,25342,System.CommandLine,A dotnet tool for generating solution filter (.slnf) files based on globs
938,TopModel.ModelGenerator,1.12.12,25331,System.CommandLine; Spectre.Console.Cli,"Générateur de modèle TopModel à partir de sources externes (OpenAPI, Postgresql, Oracle...)."
939,Skyline.DataMiner.CICD.Tools.CatalogUpload,4.1.0,25237,System.CommandLine,Uploads artifacts to the Skyline DataMiner catalog (https://catalog.dataminer.services)
940,tanka.generate.docs,0.7.0,25229,Unknown/Custom,Package Description
941,Dax.Vpax.CLI,1.3.11,25084,System.CommandLine,VertiPaq Analyzer Command Line Tool
942,DotnetPackaging.Tool,10.1.3,24966,System.CommandLine,Sweatless application distributing experience
943,gitRelease,2.0.20,24934,CommandLineParser,Package Description
944,Hammer,1.0.0,24921,CommandLineParser,"A modern, cross-platform validator for FHIR® resources."
945,Skyline.DataMiner.CICD.Tools.NuGetPreBuildApplyBranchOrTag,2.1.1,24905,System.CommandLine,This NuGet package allows you to adjust the version of NuGets being created with an msbuild on SDK Style projects. It makes pre-release versions for every branch and run and will apply the tag for release cycles.
946,BCircle.KService,21.6.23.1932,24863,Unknown/Custom,Package Description
947,trdelabel,0.18.1,24854,CommandLineParser,"Remove all labels from an Antlr4 grammar.
This program is part of the Trash toolkit."
948,pauldeen79.TemplateFramework.Console,3.1.4,24853,McMaster.Extensions.CommandLineUtils,Framework for template processing and code generation
949,ThirdPartyLibraries.GlobalTool,3.10.0,24761,Unknown/Custom,This command line tool helps to manage third party libraries and their licenses in .net applications.
950,ue4cli,1.5.6,24741,ConsoleAppFramework,Command line tools for Unreal Engine
951,Andtech.Gooball,2.1.5,24736,CommandLineParser,"Build, test, and manage Unity projects from the command line"
952,nulastudio.ncbeauty,1.2.9.5,24608,Unknown/Custom,Move a .NET Core app runtime components and dependencies into a sub-directory and make it beauty.
953,dotnet-dependency-analyzer,1.1.3,24556,Unknown/Custom,".NET CLI tool that analyzes dependencies, concerning their licenses and vulnerabilities, used in projects developed in .NET Core. For .NET Classic projects, install this package https://www.nuget.org/packages/DotnetDependencyAnalyzer."
954,SoftmakeAll.CLI,1.0.33,24555,Unknown/Custom,Softmake All Command Line Interface. Através da instalação dos pacotes SoftmakeAll.SDK.Fluent é possível administrar 100% dos recursos da plataforma via linha de comando. Extremamente útil para automatizar processos em nível de sistema operacional.
955,CSnakes.Stage,1.2.1,24427,System.CommandLine,"Runtime for embedding Python code and libraries directly into .NET applications without REST, HTTP, or microservices. Supports Python 3.9-3.13, virtual environments, and cross-platform deployment."
956,FreeSql.AdminLTE.Tools,3.2.808,24421,Unknown/Custom,快速创建 .NETCore + MVC + Razor + AdminLTE 后台管理项目，安装：dotnet tool install -g FreeSql.AdminLTE.Tools
957,Kifa.Tools.MemriseUtil,4.0.1,24414,CommandLineParser,Utility to import Memrise words.
958,Minimig,0.12.0,24391,Unknown/Custom,"A simple database migrator for SQL Server, PostgreSQL and MySQL"
959,Phoesion.Glow.Debugger.FireflySrv,2.5.4,24341,Unknown/Custom,Phoesion Glow Firefly Service Debugger
960,DiD.Idefix,3.2.1,24320,System.CommandLine,dotnet global tool that prints out the character Idefix® as an ascii art.
961,NMF-Ecore2Code,2.0.461,24254,CommandLineParser,This package contains the code generator of the .NET Modelling Framework (NMF) packaged as a .NET Core Tool.
962,Crosstech.XBlocks-cli,1.2.0,24252,System.CommandLine,XBlocks-cli is a Dotnet tool that helps developers for XBlocks based operations
963,salesforce,3.0.5,24217,McMaster.Extensions.CommandLineUtils,A command-line tool that enables Salesforce Access and Refresh Tokens Generation.
964,Overcrowdin,5.0.0,24182,CommandLineParser,.NET Core Global Tool providing a limited but useful Crowdin CLI. Built over the Crowdin.Api (https://github.com/crowdin/crowdin-dotnet-client)
965,Pingmint.CodeGen.Sql,0.50.90,24177,Unknown/Custom,A dotnet tool that queries a SQL Server for meta data to generate code that executes commands such as stored procedures.
966,fsdgenswagger,2.8.0,24133,Unknown/Custom,A tool that converts OpenAPI 2.0 (Swagger) to/from a Facility Service Definition.
967,zebble-image,2.0.4,24113,Unknown/Custom,Provides image generation for Zebble projects
968,METU.CAMSTAR,2025.805.1.1,24068,Unknown/Custom,Package Description
969,Aiursoft.NugetNinja.MergeBot,10.0.30,24055,System.CommandLine,A bot for detecting dependencies of .NET projects and create pull requests automatically.
970,CodeGenerator.Core,2.0.6,23927,CommandLineParser,Visual Studio project template to generate codes for POCO and container of TrackableData For DotNet Core.
971,appauthentication,5.0.1,23924,McMaster.Extensions.CommandLineUtils,"A command-line tool to enable authentication of Azure Vault when developing in local environment.
			For example when VSCode Remote Containers are used this utility can be run to enable the authentication.
			This tool is only functional for Docker Containers or Kubernetes cluster running locally."
972,dotnetCampus.GitLabCodeFormatBot,3.19.1,23889,Unknown/Custom,提供dotnet打包方法
973,Panther,0.1.43,23878,Unknown/Custom,Panther programming language compiler
974,Skyline.DataMiner.CICD.Tools.NuGetToggleOnBuild,2.1.1,23801,System.CommandLine,This NuGet package allows you to disable or enable creation of NuGet Package on building of an SDK style project.
975,EnovationCloud.CommandLine,4.26.0,23791,Unknown/Custom,Package Description
976,Amusoft.VisualStudio.TemplateGenerator.CommandLine,1.1.2,23779,CommandDotNet,Package Description
977,TerevintoSoftware.AadAppRegistry.Tool,1.0.3,23765,Spectre.Console.Cli,"An opinionated .NET tool to facilitate the creation of Azure AD App Registrations.
Read the README in the GitHub project for information on usage."
978,Spriggit.Json.Skyrim,0.40.0,23741,CommandLineParser,Package Description
979,Reimaginate.DataHub.CLI,1.1.6,23702,System.CommandLine,Package Description
980,rookxx.stylecopanalyzers-cli,1.1.0,23666,CommandLineParser,"StyleCopAnalyzers.CLI is a tool to check C# coding style with CLI, commit-hook, etc."
981,Harmony.Core.CliTool,8.0.118,23617,CommandLineParser,Package Description
982,Microsoft.AppModernization.McpServer.DotNet.Migration,1.0.9,23616,Unknown/Custom,GitHub Copilot modernization MCP Server for .NET applications
983,PublicApiGenerator.Tool,11.5.4,23602,System.CommandLine,This tool generates your public API to a file. You can use this in approval style tests or for documentation.
984,NServiceBus.Transport.RabbitMQ.CommandLine,11.1.0,23600,System.CommandLine,A .NET global tool to manage the RabbitMQ transport for NServiceBus endpoints
